trial threads xsize ysize total init sim edge_comm file_io err_total err_init err_sim err_edge_comm err_file_io
AVG 8 1000 4000 8.921900e+01 7.910600e-02 9.778000e+00 7.961600e+01 7.934400e+01 5.568573e-02 1.152493e-04 7.994431e-02 5.052128e-02 2.650283e-02


1 16 1000 4000 8.905e+01 3.919e-01 5.565e+00 8.349e+01 8.290e+01
2 16 1000 4000 8.863e+01 4.503e-01 5.555e+00 8.304e+01 8.247e+01
3 16 1000 4000 8.525e+01 4.504e-01 5.570e+00 7.990e+01 7.917e+01
4 16 1000 4000 8.570e+01 5.204e-01 5.583e+00 8.028e+01 7.947e+01
5 16 1000 4000 8.512e+01 4.101e-01 5.538e+00 7.977e+01 7.903e+01
6 16 1000 4000 8.479e+01 3.803e-01 5.536e+00 7.947e+01 7.881e+01
7 16 1000 4000 8.480e+01 4.003e-01 5.552e+00 7.949e+01 7.879e+01
8 16 1000 4000 8.442e+01 3.804e-01 5.561e+00 7.912e+01 7.846e+01
9 16 1000 4000 8.527e+01 4.403e-01 5.628e+00 7.993e+01 7.915e+01
10 16 1000 4000 8.570e+01 3.804e-01 5.560e+00 8.034e+01 7.951e+01
AVG 16 1000 4000 8.587300e+01 4.204800e-01 5.564800e+00 8.048300e+01 7.977600e+01 4.848547e-01 1.353526e-02 2.934994e-02 4.545988e-01 4.704704e-01


1 32 1000 4000 8.680e+01 5.006e-01 2.996e+00 8.392e+01 8.332e+01
2 32 1000 4000 8.646e+01 4.805e-01 3.549e+00 8.361e+01 8.298e+01
3 32 1000 4000 8.730e+01 5.206e-01 3.060e+00 8.441e+01 8.349e+01
4 32 1000 4000 8.650e+01 5.105e-01 2.855e+00 8.364e+01 8.301e+01
5 32 1000 4000 8.676e+01 5.105e-01 2.882e+00 8.389e+01 8.326e+01
6 32 1000 4000 8.638e+01 5.109e-01 3.057e+00 8.350e+01 8.290e+01
7 32 1000 4000 8.665e+01 5.204e-01 2.919e+00 8.378e+01 8.315e+01
8 32 1000 4000 8.657e+01 5.205e-01 2.817e+00 8.369e+01 8.310e+01
9 32 1000 4000 8.776e+01 5.205e-01 3.209e+00 8.472e+01 8.404e+01
10 32 1000 4000 8.958e+01 4.806e-01 3.518e+00 8.665e+01 8.580e+01
